"dryad_dataset_doi","dryad_version_id","dryad_file_id","source_file_path","original_row_number","scrubbed_species_binomial","raw_taxon","trait_name","raw_trait_name","trait_value","raw_trait_value","unit","raw_unit","standard_unit","expected_unit_class","latitude","longitude","elevation_m","date_collected","source_column_taxon","source_column_trait_name","source_column_trait_value","source_column_unit","qa_flags"
"doi:10.5061/dryad.n02v6wwtd",75499,376904,"DryadPlantTraits/output/downloads/v75499/pop_means_CV_functional_traits.csv",2,,,"leaf_dry_matter_content","LDMC","0.06","0.06","mg_per_g",,"mg_per_g","ratio",,,,,,"LDMC","LDMC",,"VALUE_OUT_OF_RANGE[10,990]|SPECIES_UNRESOLVED"
"doi:10.5061/dryad.n02v6wwtd",75499,376904,"DryadPlantTraits/output/downloads/v75499/pop_means_CV_functional_traits.csv",4,,,"specific_leaf_area","SLA","0.098","0.098","mm2_per_mg",,"mm2_per_mg","ratio",,,,,,"SLA","SLA",,"VALUE_OUT_OF_RANGE[0.5,500]|SPECIES_UNRESOLVED"
"doi:10.5061/dryad.n02v6wwtd",75499,376904,"DryadPlantTraits/output/downloads/v75499/pop_means_CV_functional_traits.csv",13,,,"specific_leaf_area","SLA","0.088","0.088","mm2_per_mg",,"mm2_per_mg","ratio",,,,,,"SLA","SLA",,"VALUE_OUT_OF_RANGE[0.5,500]|SPECIES_UNRESOLVED"
"doi:10.5061/dryad.n02v6wwtd",75499,376904,"DryadPlantTraits/output/downloads/v75499/pop_means_CV_functional_traits.csv",7,,,"leaf_dry_matter_content","LDMC","0.07","0.07","mg_per_g",,"mg_per_g","ratio",,,,,,"LDMC","LDMC",,"VALUE_OUT_OF_RANGE[10,990]|SPECIES_UNRESOLVED"
"doi:10.5061/dryad.jh9w0vt8v",80619,412212,"DryadPlantTraits/output/downloads/v80619/tundra_shrub_traits.csv",533,,,"plant_height","height","20.4","20.4","m",,"m","length",,,,,,"height","height",,"SPECIES_UNRESOLVED"
"doi:10.5061/dryad.jh9w0vt8v",80619,412212,"DryadPlantTraits/output/downloads/v80619/tundra_shrub_traits.csv",401,,,"leaf_cn_ratio","CN_ratio",,,"dimensionless",,"dimensionless","ratio",,,,,,"CN_ratio","CN_ratio",,"SPECIES_UNRESOLVED"
"doi:10.5061/dryad.jh9w0vt8v",80619,412212,"DryadPlantTraits/output/downloads/v80619/tundra_shrub_traits.csv",433,,,"plant_height","height","13.7","13.7","m",,"m","length",,,,,,"height","height",,"SPECIES_UNRESOLVED"
"doi:10.5061/dryad.jh9w0vt8v",80619,412212,"DryadPlantTraits/output/downloads/v80619/tundra_shrub_traits.csv",137,,,"specific_leaf_area","SLA",,,"mm2_per_mg",,"mm2_per_mg","ratio",,,,,,"SLA","SLA",,"SPECIES_UNRESOLVED"
"doi:10.5061/dryad.jh9w0vt8v",80619,412212,"DryadPlantTraits/output/downloads/v80619/tundra_shrub_traits.csv",529,,,"plant_height","height","19.3","19.3","m",,"m","length",,,,,,"height","height",,"SPECIES_UNRESOLVED"
"doi:10.5061/dryad.0vt4b8gvv",100013,256245,"DryadPlantTraits/output/downloads/v100013/functional_trait.csv",13,,"Heteropappus?altaicus","plant_height","height","14.86111111","14.86111111","m",,"m","length",,,,,"Species","height","height",,"SPECIES_UNRESOLVED"
"doi:10.5061/dryad.0vt4b8gvv",100013,256245,"DryadPlantTraits/output/downloads/v100013/functional_trait.csv",7,,"Chenopodium_aristatum","plant_height","height","30.93254","30.93254","m",,"m","length",,,,,"Species","height","height",,"SPECIES_UNRESOLVED"
"doi:10.5061/dryad.0vt4b8gvv",100013,256245,"DryadPlantTraits/output/downloads/v100013/functional_trait.csv",4,,"Setaria_viridis","leaf_dry_matter_content","LDMC","229.7911179","229.7911179","mg_per_g",,"mg_per_g","ratio",,,,,"Species","LDMC","LDMC",,"SPECIES_UNRESOLVED"
"doi:10.5061/dryad.0vt4b8gvv",100013,256245,"DryadPlantTraits/output/downloads/v100013/functional_trait.csv",14,,"Agropyron_mongolicum","plant_height","height","18.180555","18.180555","m",,"m","length",,,,,"Species","height","height",,"SPECIES_UNRESOLVED"
"doi:10.5061/dryad.0vt4b8gvv",100013,256245,"DryadPlantTraits/output/downloads/v100013/functional_trait.csv",8,,"Bassia_dasyphylla","leaf_dry_matter_content","LDMC","246.0851141","246.0851141","mg_per_g",,"mg_per_g","ratio",,,,,"Species","LDMC","LDMC",,"SPECIES_UNRESOLVED"
"doi:10.5061/dryad.t1rv6",3532,21709,"DryadPlantTraits/output/downloads/v3532/Charles_et_al_data_JAPPL-2017-00852.csv",2267,,"ND","wood_density","wood.density","0.498","0.498","g_per_cm3",,"g_per_cm3","density",,,,,"species","wood.density","wood.density",,"P1_SPECIES_UNRESOLVED"
"doi:10.5061/dryad.t1rv6",3532,21709,"DryadPlantTraits/output/downloads/v3532/Charles_et_al_data_JAPPL-2017-00852.csv",3567,,"SC","wood_density","wood.density","0.672","0.672","g_per_cm3",,"g_per_cm3","density",,,,,"species","wood.density","wood.density",,"P1_SPECIES_UNRESOLVED"
"doi:10.5061/dryad.t1rv6",3532,21709,"DryadPlantTraits/output/downloads/v3532/Charles_et_al_data_JAPPL-2017-00852.csv",3243,,"FB","wood_density","wood.density","0.481","0.481","g_per_cm3",,"g_per_cm3","density",,,,,"species","wood.density","wood.density",,"P1_SPECIES_UNRESOLVED"
"doi:10.5061/dryad.t1rv6",3532,21709,"DryadPlantTraits/output/downloads/v3532/Charles_et_al_data_JAPPL-2017-00852.csv",576,,"ND","wood_density","wood.density","0.498","0.498","g_per_cm3",,"g_per_cm3","density",,,,,"species","wood.density","wood.density",,"P1_SPECIES_UNRESOLVED"
"doi:10.5061/dryad.t1rv6",3532,21709,"DryadPlantTraits/output/downloads/v3532/Charles_et_al_data_JAPPL-2017-00852.csv",2135,,"FD","wood_density","wood.density","0.42","0.42","g_per_cm3",,"g_per_cm3","density",,,,,"species","wood.density","wood.density",,"P1_SPECIES_UNRESOLVED"
"doi:10.5061/dryad.t1rv6",3532,21710,"DryadPlantTraits/output/downloads/v3532/Charles_et_al_trait_data_JAPPL-2017-00852.csv",16,,"LL","wood_density","wood density","0.421","0.421","g_per_cm3",,"g_per_cm3","density",,,,,"species","wood density","wood density",,"P1_SPECIES_UNRESOLVED"
"doi:10.5061/dryad.t1rv6",3532,21710,"DryadPlantTraits/output/downloads/v3532/Charles_et_al_trait_data_JAPPL-2017-00852.csv",9,,"FC","seed_mass","Seed mass","0.32","0.32","mg",,"mg","mass",,,,,"species","Seed mass","Seed mass",,"P1_SPECIES_UNRESOLVED"
"doi:10.5061/dryad.t1rv6",3532,21710,"DryadPlantTraits/output/downloads/v3532/Charles_et_al_trait_data_JAPPL-2017-00852.csv",6,,"DF","seed_mass","Seed mass","385","385","mg",,"mg","mass",,,,,"species","Seed mass","Seed mass",,"P1_SPECIES_UNRESOLVED"
"doi:10.5061/dryad.t1rv6",3532,21710,"DryadPlantTraits/output/downloads/v3532/Charles_et_al_trait_data_JAPPL-2017-00852.csv",1,,"AA","seed_mass","Seed mass","89","89","mg",,"mg","mass",,,,,"species","Seed mass","Seed mass",,"P1_SPECIES_UNRESOLVED"
"doi:10.5061/dryad.t1rv6",3532,21710,"DryadPlantTraits/output/downloads/v3532/Charles_et_al_trait_data_JAPPL-2017-00852.csv",18,,"MJ","wood_density","wood density","0.516","0.516","g_per_cm3",,"g_per_cm3","density",,,,,"species","wood density","wood density",,"P1_SPECIES_UNRESOLVED"
"doi:10.5061/dryad.701q8",4214,24177,"DryadPlantTraits/output/downloads/v4214/CompileData.csv",753,,,"growth_form","life.form","tree","tree","g.cm-3","g.cm-3","category","categorical",,,,"1995",,"life.form","life.form","trait.unit",""
"doi:10.5061/dryad.701q8",4214,24177,"DryadPlantTraits/output/downloads/v4214/CompileData.csv",455,,,"growth_form","life.form","tree","tree","g.g-1","g.g-1","category","categorical",,,,"1994",,"life.form","life.form","trait.unit",""
"doi:10.5061/dryad.701q8",4214,24177,"DryadPlantTraits/output/downloads/v4214/CompileData.csv",203,,,"growth_form","life.form","tree","tree","category",,"category","categorical",,,,"2011",,"life.form","life.form","trait.unit",""
"doi:10.5061/dryad.701q8",4214,24177,"DryadPlantTraits/output/downloads/v4214/CompileData.csv",302,,,"growth_form","life.form","tree","tree","cm2.g-1","cm2.g-1","category","categorical",,,,"2006",,"life.form","life.form","trait.unit",""
"doi:10.5061/dryad.701q8",4214,24177,"DryadPlantTraits/output/downloads/v4214/CompileData.csv",264,,,"growth_form","life.form","tree","tree","category",,"category","categorical",,,,"2014",,"life.form","life.form","trait.unit",""
"doi:10.5061/dryad.0st06f0",8837,39115,"DryadPlantTraits/output/downloads/v8837/Plant traits Vandelook et al Oikos.csv",96,,"Luzula_luzuloides","growth_form","lifeform","3","3","category",,"category","categorical",,,,,"Species","lifeform","lifeform",,"P2_CATEGORICAL_VOCAB_MISMATCH[expected one of: tree/shrub/herb/grass/vine/liana/subshrub/fern/moss/epiphyte/succulent/palm; got: 3]"
"doi:10.5061/dryad.0st06f0",8837,39115,"DryadPlantTraits/output/downloads/v8837/Plant traits Vandelook et al Oikos.csv",1753,,"Anthriscus_nitida","seed_mass","seed mass","3.4","3.4","mg",,"mg","mass",,,,,"Species","seed mass","seed mass",,"P1_SPECIES_UNRESOLVED"
"doi:10.5061/dryad.0st06f0",8837,39115,"DryadPlantTraits/output/downloads/v8837/Plant traits Vandelook et al Oikos.csv",773,,"Rhamnus_pumila","seed_mass","seed mass","103","103","mg",,"mg","mass",,,,,"Species","seed mass","seed mass",,"P1_SPECIES_UNRESOLVED"
"doi:10.5061/dryad.0st06f0",8837,39115,"DryadPlantTraits/output/downloads/v8837/Plant traits Vandelook et al Oikos.csv",51,,"Iris_variegata","plant_height","plant height","40","40","m",,"m","length",,,,,"Species","plant height","plant height",,"P1_SPECIES_UNRESOLVED"
"doi:10.5061/dryad.0st06f0",8837,39115,"DryadPlantTraits/output/downloads/v8837/Plant traits Vandelook et al Oikos.csv",162,,"Carex_davalliana","plant_height","plant height","30","30","m",,"m","length",,,,,"Species","plant height","plant height",,"P1_SPECIES_UNRESOLVED"
"doi:10.5061/dryad.gk15h50",9248,40279,"/var/folders/hh/hv60fv4x0nb1zhgd0y12pzq80000gn/T//Rtmpg0mxMf/dryad_extract_108ea753ac07/Piston_et_al_2018_Removal_F.ind.csv",4,,,"leaf_phenology","Phenology","Tight","Tight","category",,"category","categorical",,,,,,"Phenology","Phenology",,"P2_CATEGORICAL_VOCAB_MISMATCH[expected one of: evergreen/deciduous/semi-deciduous/drought-deciduous/cold-deciduous; got: tight]"
"doi:10.5061/dryad.gk15h50",9248,40279,"/var/folders/hh/hv60fv4x0nb1zhgd0y12pzq80000gn/T//Rtmpg0mxMf/dryad_extract_108ea753ac07/Piston_et_al_2018_Removal_F.ind.csv",41,,,"leaf_phenology","Phenology","Loose","Loose","category",,"category","categorical",,,,,,"Phenology","Phenology",,"P2_CATEGORICAL_VOCAB_MISMATCH[expected one of: evergreen/deciduous/semi-deciduous/drought-deciduous/cold-deciduous; got: loose]"
"doi:10.5061/dryad.gk15h50",9248,40279,"/var/folders/hh/hv60fv4x0nb1zhgd0y12pzq80000gn/T//Rtmpg0mxMf/dryad_extract_108ea753ac07/Piston_et_al_2018_Removal_F.ind.csv",35,,,"leaf_phenology","Phenology","Tight","Tight","category",,"category","categorical",,,,,,"Phenology","Phenology",,"P2_CATEGORICAL_VOCAB_MISMATCH[expected one of: evergreen/deciduous/semi-deciduous/drought-deciduous/cold-deciduous; got: tight]"
"doi:10.5061/dryad.gk15h50",9248,40279,"/var/folders/hh/hv60fv4x0nb1zhgd0y12pzq80000gn/T//Rtmpg0mxMf/dryad_extract_108ea753ac07/Piston_et_al_2018_Removal_F.ind.csv",43,,,"leaf_phenology","Phenology","Loose","Loose","category",,"category","categorical",,,,,,"Phenology","Phenology",,"P2_CATEGORICAL_VOCAB_MISMATCH[expected one of: evergreen/deciduous/semi-deciduous/drought-deciduous/cold-deciduous; got: loose]"
"doi:10.5061/dryad.gk15h50",9248,40279,"/var/folders/hh/hv60fv4x0nb1zhgd0y12pzq80000gn/T//Rtmpg0mxMf/dryad_extract_108ea753ac07/Piston_et_al_2018_Removal_F.ind.csv",66,,,"leaf_phenology","Phenology","Loose","Loose","category",,"category","categorical",,,,,,"Phenology","Phenology",,"P2_CATEGORICAL_VOCAB_MISMATCH[expected one of: evergreen/deciduous/semi-deciduous/drought-deciduous/cold-deciduous; got: loose]"
"doi:10.5061/dryad.s8f38",13999,52417,"DryadPlantTraits/output/downloads/v13999/FEBuzzardSpTraits.csv",289,"Alibertia edulis","Alibertia edulis","specific_leaf_area","SLA","130.3512675","130.3512675","mm2_per_mg",,"mm2_per_mg","ratio",,,,,"species","SLA","SLA",,""
"doi:10.5061/dryad.s8f38",13999,52417,"DryadPlantTraits/output/downloads/v13999/FEBuzzardSpTraits.csv",113,"Tetracera volubilis","Tetracera volubilis","specific_leaf_area","SLA","216.9031845","216.9031845","mm2_per_mg",,"mm2_per_mg","ratio",,,,,"species","SLA","SLA",,""
"doi:10.5061/dryad.s8f38",13999,52417,"DryadPlantTraits/output/downloads/v13999/FEBuzzardSpTraits.csv",211,"Luehea speciosa","Luehea speciosa","leaf_dry_matter_content","LDMC","0.379649913","0.379649913","mg_per_g",,"mg_per_g","ratio",,,,,"species","LDMC","LDMC",,"P2_VALUE_OUT_OF_RANGE[cited_range:10_to_990,got:0.37965]"
"doi:10.5061/dryad.s8f38",13999,52417,"DryadPlantTraits/output/downloads/v13999/FEBuzzardSpTraits.csv",16,"Byrsonima crassifolia","Byrsonima crassifolia","leaf_dry_matter_content","LDMC","0.458274807","0.458274807","mg_per_g",,"mg_per_g","ratio",,,,,"species","LDMC","LDMC",,"P2_VALUE_OUT_OF_RANGE[cited_range:10_to_990,got:0.458275]"
"doi:10.5061/dryad.s8f38",13999,52417,"DryadPlantTraits/output/downloads/v13999/FEBuzzardSpTraits.csv",240,"Exostema mexicanum","Exostema mexicanum","leaf_dry_matter_content","LDMC","0.241237988","0.241237988","mg_per_g",,"mg_per_g","ratio",,,,,"species","LDMC","LDMC",,"P2_VALUE_OUT_OF_RANGE[cited_range:10_to_990,got:0.241238]"
"doi:10.5061/dryad.5j618",15847,56053,"/var/folders/hh/hv60fv4x0nb1zhgd0y12pzq80000gn/T//Rtmpg0mxMf/dryad_extract_108ea711a71f6/File_2.txt",31,,"Potentilla_erecta","plant_height","Height","6.3","6.3","m",,"m","length",,,,,"Species","Height","Height",,"P1_SPECIES_UNRESOLVED"
"doi:10.5061/dryad.5j618",15847,56053,"/var/folders/hh/hv60fv4x0nb1zhgd0y12pzq80000gn/T//Rtmpg0mxMf/dryad_extract_108ea711a71f6/File_2.txt",23,,"Merendera_montana","plant_height","Height","6","6","m",,"m","length",,,,,"Species","Height","Height",,"P1_SPECIES_UNRESOLVED"
"doi:10.5061/dryad.5j618",15847,56053,"/var/folders/hh/hv60fv4x0nb1zhgd0y12pzq80000gn/T//Rtmpg0mxMf/dryad_extract_108ea711a71f6/File_2.txt",28,,"Poa_annua","plant_height","Height","8.5","8.5","m",,"m","length",,,,,"Species","Height","Height",,"P1_SPECIES_UNRESOLVED"
"doi:10.5061/dryad.5j618",15847,56053,"/var/folders/hh/hv60fv4x0nb1zhgd0y12pzq80000gn/T//Rtmpg0mxMf/dryad_extract_108ea711a71f6/File_2.txt",9,,"Carex_caryophyllea","plant_height","Height","9","9","m",,"m","length",,,,,"Species","Height","Height",,"P1_SPECIES_UNRESOLVED"
"doi:10.5061/dryad.5j618",15847,56053,"/var/folders/hh/hv60fv4x0nb1zhgd0y12pzq80000gn/T//Rtmpg0mxMf/dryad_extract_108ea711a71f6/File_2.txt",18,,"Hieracium_pilosella","plant_height","Height","6","6","m",,"m","length",,,,,"Species","Height","Height",,"P1_SPECIES_UNRESOLVED"
"doi:10.5061/dryad.nm13c",16126,56557,"/var/folders/hh/hv60fv4x0nb1zhgd0y12pzq80000gn/T//Rtmpg0mxMf/dryad_extract_108ea7f30077c/community.txt",548,,,"photosynthetic_rate","Asat","0","0","umol_co2_per_m2_per_s",,"umol_co2_per_m2_per_s","gas_exchange",,,,,,"Asat","Asat",,"P1_SPECIES_UNRESOLVED|P2_VALUE_OUT_OF_RANGE[cited_range:0.1_to_60,got:0]"
"doi:10.5061/dryad.nm13c",16126,56557,"/var/folders/hh/hv60fv4x0nb1zhgd0y12pzq80000gn/T//Rtmpg0mxMf/dryad_extract_108ea7f30077c/community.txt",383,,,"photosynthetic_rate","Asat","0","0","umol_co2_per_m2_per_s",,"umol_co2_per_m2_per_s","gas_exchange",,,,,,"Asat","Asat",,"P1_SPECIES_UNRESOLVED|P2_VALUE_OUT_OF_RANGE[cited_range:0.1_to_60,got:0]"
"doi:10.5061/dryad.nm13c",16126,56557,"/var/folders/hh/hv60fv4x0nb1zhgd0y12pzq80000gn/T//Rtmpg0mxMf/dryad_extract_108ea7f30077c/community.txt",141,,,"photosynthetic_rate","Asat","6","6","umol_co2_per_m2_per_s",,"umol_co2_per_m2_per_s","gas_exchange",,,,,,"Asat","Asat",,"P1_SPECIES_UNRESOLVED"
"doi:10.5061/dryad.nm13c",16126,56557,"/var/folders/hh/hv60fv4x0nb1zhgd0y12pzq80000gn/T//Rtmpg0mxMf/dryad_extract_108ea7f30077c/community.txt",486,,,"photosynthetic_rate","Asat","0","0","umol_co2_per_m2_per_s",,"umol_co2_per_m2_per_s","gas_exchange",,,,,,"Asat","Asat",,"P1_SPECIES_UNRESOLVED|P2_VALUE_OUT_OF_RANGE[cited_range:0.1_to_60,got:0]"
"doi:10.5061/dryad.nm13c",16126,56557,"/var/folders/hh/hv60fv4x0nb1zhgd0y12pzq80000gn/T//Rtmpg0mxMf/dryad_extract_108ea7f30077c/community.txt",616,,,"photosynthetic_rate","Asat","0","0","umol_co2_per_m2_per_s",,"umol_co2_per_m2_per_s","gas_exchange",,,,,,"Asat","Asat",,"P1_SPECIES_UNRESOLVED|P2_VALUE_OUT_OF_RANGE[cited_range:0.1_to_60,got:0]"
"doi:10.5061/dryad.tv652",17734,59459,"DryadPlantTraits/output/downloads/v17734/trait_publish.csv",10,"Bossiaea cinerea","Bossiaea cinerea","leaf_n","leaf_N","19.25714286","19.25714286","mg_per_g",,"mg_per_g","concentration",,,,,"genus_species","leaf_N","leaf_N",,""
"doi:10.5061/dryad.tv652",17734,59459,"DryadPlantTraits/output/downloads/v17734/trait_publish.csv",35,"Leucopogon virgatus","Leucopogon virgatus","wood_density","wood_density","0.74","0.74","g_per_cm3",,"g_per_cm3","density",,,,,"genus_species","wood_density","wood_density",,""
"doi:10.5061/dryad.tv652",17734,59459,"DryadPlantTraits/output/downloads/v17734/trait_publish.csv",10,"Bossiaea cinerea","Bossiaea cinerea","stem_hydraulic_conductivity","Ks","0.82","0.82","kg_per_m_per_s_per_MPa",,"kg_per_m_per_s_per_MPa","hydraulic_conductivity",,,,,"genus_species","Ks","Ks",,""
"doi:10.5061/dryad.tv652",17734,59459,"DryadPlantTraits/output/downloads/v17734/trait_publish.csv",14,"Corymbia gummifera","Corymbia gummifera","wood_density","wood_density","0.59","0.59","g_per_cm3",,"g_per_cm3","density",,,,,"genus_species","wood_density","wood_density",,""
"doi:10.5061/dryad.tv652",17734,59459,"DryadPlantTraits/output/downloads/v17734/trait_publish.csv",43,"Planchonia careya","Planchonia careya","stem_hydraulic_conductivity","Ks","10.27","10.27","kg_per_m_per_s_per_MPa",,"kg_per_m_per_s_per_MPa","hydraulic_conductivity",,,,,"genus_species","Ks","Ks",,""
"doi:10.5061/dryad.t1rv6",3532,21709,"DryadPlantTraits/output/downloads/v3532/Charles_et_al_data_JAPPL-2017-00852.csv",3972,,"CA","wood_density","wood.density","0.607","0.607","g_per_cm3",,"g_per_cm3","density",,,,,"species","wood.density","wood.density",,"P1_SPECIES_UNRESOLVED"
"doi:10.5061/dryad.t1rv6",3532,21709,"DryadPlantTraits/output/downloads/v3532/Charles_et_al_data_JAPPL-2017-00852.csv",18,,"FB","wood_density","wood.density","0.481","0.481","g_per_cm3",,"g_per_cm3","density",,,,,"species","wood.density","wood.density",,"P1_SPECIES_UNRESOLVED"
"doi:10.5061/dryad.t1rv6",3532,21709,"DryadPlantTraits/output/downloads/v3532/Charles_et_al_data_JAPPL-2017-00852.csv",196,,"CO","wood_density","wood.density","0.474","0.474","g_per_cm3",,"g_per_cm3","density",,,,,"species","wood.density","wood.density",,"P1_SPECIES_UNRESOLVED"
"doi:10.5061/dryad.t1rv6",3532,21709,"DryadPlantTraits/output/downloads/v3532/Charles_et_al_data_JAPPL-2017-00852.csv",6605,,"FB","wood_density","wood.density","0.481","0.481","g_per_cm3",,"g_per_cm3","density",,,,,"species","wood.density","wood.density",,"P1_SPECIES_UNRESOLVED"
"doi:10.5061/dryad.t1rv6",3532,21709,"DryadPlantTraits/output/downloads/v3532/Charles_et_al_data_JAPPL-2017-00852.csv",3747,,"FB","wood_density","wood.density","0.481","0.481","g_per_cm3",,"g_per_cm3","density",,,,,"species","wood.density","wood.density",,"P1_SPECIES_UNRESOLVED"
"doi:10.5061/dryad.t1rv6",3532,21710,"DryadPlantTraits/output/downloads/v3532/Charles_et_al_trait_data_JAPPL-2017-00852.csv",20,,"ND","wood_density","wood density","0.498","0.498","g_per_cm3",,"g_per_cm3","density",,,,,"species","wood density","wood density",,"P1_SPECIES_UNRESOLVED"
"doi:10.5061/dryad.t1rv6",3532,21710,"DryadPlantTraits/output/downloads/v3532/Charles_et_al_trait_data_JAPPL-2017-00852.csv",9,,"FC","wood_density","wood density","0.381","0.381","g_per_cm3",,"g_per_cm3","density",,,,,"species","wood density","wood density",,"P1_SPECIES_UNRESOLVED"
"doi:10.5061/dryad.t1rv6",3532,21710,"DryadPlantTraits/output/downloads/v3532/Charles_et_al_trait_data_JAPPL-2017-00852.csv",2,,"AR","seed_mass","Seed mass","551.331","551.331","mg",,"mg","mass",,,,,"species","Seed mass","Seed mass",,"P1_SPECIES_UNRESOLVED"
"doi:10.5061/dryad.t1rv6",3532,21710,"DryadPlantTraits/output/downloads/v3532/Charles_et_al_trait_data_JAPPL-2017-00852.csv",22,,"SC","seed_mass","Seed mass","11307","11307","mg",,"mg","mass",,,,,"species","Seed mass","Seed mass",,"P1_SPECIES_UNRESOLVED"
"doi:10.5061/dryad.t1rv6",3532,21710,"DryadPlantTraits/output/downloads/v3532/Charles_et_al_trait_data_JAPPL-2017-00852.csv",12,,"FS","wood_density","wood density","0.421","0.421","g_per_cm3",,"g_per_cm3","density",,,,,"species","wood density","wood density",,"P1_SPECIES_UNRESOLVED"
"doi:10.5061/dryad.701q8",4214,24177,"DryadPlantTraits/output/downloads/v4214/CompileData.csv",614,,,"growth_form","life.form","woody","woody","g.g-1","g.g-1","category","categorical",,,,"2004",,"life.form","life.form","trait.unit","P2_CATEGORICAL_VOCAB_MISMATCH[expected one of: tree/shrub/herb/grass/vine/liana/subshrub/fern/moss/epiphyte/succulent/palm; got: woody]"
"doi:10.5061/dryad.701q8",4214,24177,"DryadPlantTraits/output/downloads/v4214/CompileData.csv",444,,,"growth_form","life.form","tree","tree","g.m-2.d-1","g.m-2.d-1","category","categorical",,,,"1994",,"life.form","life.form","trait.unit",""
"doi:10.5061/dryad.701q8",4214,24177,"DryadPlantTraits/output/downloads/v4214/CompileData.csv",533,,,"growth_form","life.form","tree","tree","category",,"category","categorical",,,,"2010",,"life.form","life.form","trait.unit",""
"doi:10.5061/dryad.701q8",4214,24177,"DryadPlantTraits/output/downloads/v4214/CompileData.csv",27,,,"growth_form","life.form","tree","tree","g","g","category","categorical",,,,"2007",,"life.form","life.form","trait.unit",""
"doi:10.5061/dryad.701q8",4214,24177,"DryadPlantTraits/output/downloads/v4214/CompileData.csv",416,,,"growth_form","life.form","tree","tree","cm2","cm2","category","categorical",,,,"2010",,"life.form","life.form","trait.unit",""
